Tympanuchus_cupido	Syrmaticus_mikado	Phasianus_colchicus	Penelope_pileata	Pavo_cristatus	Oxyura_jamaicensis	Odontophorus_gujanensis	Numida_meleagris	Meleagris_gallopavo	Lyrurus_tetrix	Lagopus_muta	Gallus_gallus	Cygnus_atratus	Coturnix_japonica	Colinus_virginianus	Chrysolophus_pictus	Centrocercus_minimus	Callipepla_squamata	Aythya_fuligula	Anser_cygnoides	Anseranas_semipalmata	Anas_platyrhynchos	Alectura_lathami	
9.5737e-07	0.00069532	2.2051e-06	0.0041828	6.3877e-05	4.1872e-05	5.101e-07	1.3704e-07	1.6841e-06	1.3572e-05	0.060995	2.2157e-06	0.032603	2.9984e-08	4.9326e-05	6.7206e-05	2.7591e-06	5.6899e-05	0.0020406	0.0011997	9.0241e-08	4.3812e-05	0.84016	
9.2405e-07	0.00070708	2.2096e-06	0.0041693	6.4056e-05	4.168e-05	5.1788e-07	1.4864e-07	1.6696e-06	1.389e-05	0.060979	2.2399e-06	0.032641	3.3348e-08	4.9596e-05	7.5552e-05	2.7315e-06	5.8078e-05	0.0020429	0.0012022	9.0395e-08	4.3786e-05	0.84819	
1.0322e-06	0.0007186	2.2102e-06	0.0041659	6.4186e-05	4.1512e-05	5.2358e-07	1.5757e-07	1.6498e-06	1.4192e-05	0.060963	2.2608e-06	0.032679	3.5653e-08	4.9857e-05	8.3749e-05	2.7006e-06	5.9242e-05	0.0020453	0.0012047	9.0253e-08	4.3766e-05	0.85115	
1.1379e-06	0.00072992	2.2072e-06	0.0041621	6.4274e-05	4.1329e-05	5.2732e-07	1.6407e-07	1.6253e-06	1.4477e-05	0.060946	2.2786e-06	0.032718	3.6977e-08	5.0108e-05	9.1818e-05	2.667e-06	6.0394e-05	0.0020476	0.0012072	8.8875e-08	4.374e-05	0.85401	
1.2454e-06	0.00074194	2.2087e-06	0.0041593	6.4453e-05	4.117e-05	5.3219e-07	1.7268e-07	1.6109e-06	1.4786e-05	0.060931	2.3002e-06	0.032756	3.8984e-08	5.0372e-05	0.00010028	2.6346e-06	6.1568e-05	0.00205	0.0012098	8.7213e-08	4.3721e-05	0.85716	
1.3505e-06	0.00075374	2.2067e-06	0.0041562	6.459e-05	4.0996e-05	5.351e-07	1.7882e-07	1.5918e-06	1.5078e-05	0.060915	2.3187e-06	0.032795	3.9997e-08	5.0627e-05	0.00010861	2.5995e-06	6.2729e-05	0.0020523	0.0012123	8.4312e-08	4.3695e-05	0.86021	
1.4529e-06	0.00076533	2.2011e-06	0.0041528	6.4683e-05	4.0806e-05	5.3605e-07	1.8251e-07	1.5681e-06	1.8468e-05	0.060899	2.3341e-06	0.032833	4.0022e-08	5.0872e-05	0.00011687	2.5617e-06	6.3877e-05	0.0020547	0.0012149	1.185e-07	4.3662e-05	0.86317	
1.557e-06	0.00077753	2.1993e-06	0.0041503	6.4858e-05	4.0638e-05	5.379e-07	1.8799e-07	1.5532e-06	2.2018e-05	0.060883	2.3528e-06	0.032872	4.0602e-08	5.1129e-05	0.00012548	2.5247e-06	6.5046e-05	0.002057	0.0012174	1.5348e-07	4.3635e-05	0.86638	
1.6624e-06	0.00079027	2.2006e-06	0.0041485	6.5104e-05	4.0488e-05	5.3782e-07	1.9494e-07	1.5455e-06	2.5715e-05	0.060869	2.3743e-06	0.032911	4.1603e-08	5.1378e-05	0.00013443	2.4883e-06	6.6204e-05	0.0020595	0.00122	1.891e-07	4.3613e-05	0.86983	
1.7656e-06	0.00080285	2.199e-06	0.0041466	6.5318e-05	4.0326e-05	5.3602e-07	1.9977e-07	1.5344e-06	2.9368e-05	0.060855	2.3932e-06	0.03295	4.1747e-08	5.1619e-05	0.00014328	2.4494e-06	6.7352e-05	0.0020619	0.0012226	2.2329e-07	4.3585e-05	0.87321	
1.87e-06	0.00081597	2.2003e-06	0.0041453	6.5598e-05	4.018e-05	5.3475e-07	2.0595e-07	1.5299e-06	3.3163e-05	0.060841	2.4146e-06	0.03299	4.2259e-08	5.1869e-05	0.00015245	2.411e-06	6.8515e-05	0.0020644	0.0012253	2.5806e-07	4.3561e-05	0.87683	
1.9723e-06	0.00082895	2.1988e-06	0.0041439	6.5849e-05	4.0023e-05	5.3183e-07	2.101e-07	1.5224e-06	3.6918e-05	0.060827	2.4336e-06	0.033029	4.1948e-08	5.2112e-05	0.00016153	2.3702e-06	6.967e-05	0.0020668	0.0012279	2.9145e-07	4.3532e-05	0.88038	
2.076e-06	0.00084253	2.2005e-06	0.0041433	6.6175e-05	3.9884e-05	5.2959e-07	2.1594e-07	1.5221e-06	4.0835e-05	0.060814	2.4556e-06	0.033069	4.2097e-08	5.2366e-05	0.00017097	2.3299e-06	7.0842e-05	0.0020693	0.0012305	3.2562e-07	4.3508e-05	0.8842	
2.1776e-06	0.00085597	2.1995e-06	0.0041424	6.647e-05	3.9734e-05	5.257e-07	2.1972e-07	1.5188e-06	4.4711e-05	0.060801	2.4751e-06	0.033108	4.1425e-08	5.2612e-05	0.00018032	2.2874e-06	7.2005e-05	0.0020718	0.0012332	3.5841e-07	4.3479e-05	0.88795	
2.2771e-06	0.00086927	2.1958e-06	0.0041414	6.6736e-05	3.9573e-05	5.2018e-07	2.2145e-07	1.5125e-06	4.8545e-05	0.060787	2.4923e-06	0.033148	3.9928e-08	5.2851e-05	0.00018959	2.2426e-06	7.3159e-05	0.0020743	0.0012358	3.8982e-07	4.3444e-05	0.89163	
2.3778e-06	0.00088313	2.1949e-06	0.0041411	6.707e-05	3.9428e-05	5.1516e-07	2.2463e-07	1.5126e-06	5.2531e-05	0.060775	2.512e-06	0.033188	3.8793e-08	5.3099e-05	0.00019919	2.198e-06	7.4329e-05	0.0020768	0.0012385	4.2188e-07	4.3414e-05	0.89556	
2.4799e-06	0.00089758	2.1969e-06	0.0041415	6.7475e-05	3.9299e-05	5.1067e-07	2.2933e-07	1.5193e-06	5.6677e-05	0.060763	2.5344e-06	0.033228	3.8013e-08	5.3357e-05	0.00020914	2.1539e-06	7.5517e-05	0.0020794	0.0012412	4.5467e-07	4.3387e-05	0.89977	
2.5796e-06	0.00091193	2.1959e-06	0.0041417	6.7843e-05	3.9158e-05	5.0442e-07	2.3178e-07	1.5225e-06	6.0768e-05	0.060751	2.5541e-06	0.033268	3.636e-08	5.3607e-05	0.00021897	2.1073e-06	7.6693e-05	0.002082	0.0012439	4.8594e-07	4.3355e-05	0.90388	
2.6813e-06	0.00092701	2.1986e-06	0.0041428	6.83e-05	3.9037e-05	4.9901e-07	2.3633e-07	1.5338e-06	6.5055e-05	0.06074	2.5773e-06	0.033308	3.5212e-08	5.3868e-05	0.00022923	2.0614e-06	7.7891e-05	0.0020846	0.0012466	5.183e-07	4.3329e-05	0.90832	
2.7852e-06	0.00094292	2.2055e-06	0.0041448	6.8857e-05	3.8938e-05	4.9458e-07	2.4338e-07	1.5543e-06	6.9567e-05	0.06073	2.6045e-06	0.033349	3.4628e-08	5.4143e-05	0.00023998	2.0164e-06	7.9112e-05	0.0020872	0.0012494	5.5201e-07	4.3308e-05	0.91316	
2.8859e-06	0.00095843	2.2081e-06	0.0041464	7.5757e-05	3.8869e-05	4.8792e-07	2.4729e-07	1.5689e-06	7.3969e-05	0.06072	2.6268e-06	0.03339	3.2933e-08	5.4407e-05	0.0002505	1.9684e-06	8.0316e-05	0.0020898	0.0012523	5.9686e-07	4.3278e-05	0.91774	
2.9836e-06	0.00097395	2.2065e-06	0.0041475	8.2406e-05	3.8782e-05	4.7907e-07	2.4815e-07	1.5778e-06	7.8269e-05	0.060709	2.6454e-06	0.033431	3.0138e-08	5.4658e-05	0.0002608	1.9174e-06	8.1504e-05	0.0020924	0.0012551	6.395e-07	4.324e-05	0.92213	
3.0841e-06	0.00098947	2.2099e-06	0.0041497	8.9709e-05	3.8721e-05	4.7154e-07	2.5212e-07	1.5976e-06	8.283e-05	0.060699	2.6688e-06	0.033473	2.8079e-08	5.4926e-05	0.00027166	1.8677e-06	8.2719e-05	0.0020951	0.001258	6.8445e-07	4.3209e-05	0.92698	
3.1809e-06	0.001005	2.2083e-06	0.0041747	9.7009e-05	3.864e-05	4.615e-07	2.5247e-07	1.6102e-06	8.7252e-05	0.060689	2.6907e-06	0.033514	2.4785e-08	5.5179e-05	0.00028223	1.8146e-06	8.3914e-05	0.0020977	0.0012609	7.2678e-07	4.317e-05	0.93134	
3.2762e-06	0.0010205	2.2135e-06	0.0041986	9.9285e-05	3.8536e-05	4.49e-07	2.4929e-07	1.6395e-06	9.1974e-05	0.06068	2.7248e-06	0.033555	1.9271e-08	5.8382e-05	0.00029353	1.7598e-06	8.5083e-05	0.0021002	0.0012637	7.6655e-07	4.3123e-05	0.93549	
3.3656e-06	0.001036	2.2134e-06	0.0042214	0.00011559	3.841e-05	4.5824e-07	2.4218e-07	1.661e-06	9.6548e-05	0.06067	2.7538e-06	0.033596	2.3623e-08	5.9893e-05	0.00030451	1.8796e-06	8.7472e-05	0.0021027	0.0012665	8.0367e-07	4.3067e-05	0.93943	
3.4522e-06	0.0010516	2.2096e-06	0.0042435	0.00013142	3.8268e-05	4.6549e-07	2.323e-07	1.6776e-06	0.00010104	0.06066	2.7793e-06	0.033637	2.6979e-08	6.1386e-05	0.0003153	1.9963e-06	8.984e-05	0.0021052	0.0012692	8.3885e-07	4.3004e-05	0.94324	
3.5363e-06	0.0010671	2.2027e-06	0.0042652	0.00014693	3.8113e-05	4.7096e-07	2.1997e-07	1.6901e-06	0.00010546	0.06065	2.8019e-06	0.033678	2.9453e-08	6.2866e-05	0.00032597	2.1102e-06	9.2193e-05	0.0021077	0.001272	8.7234e-07	4.2935e-05	0.94697	
3.6223e-06	0.0010826	2.1992e-06	0.0042884	0.00016358	3.7976e-05	4.7711e-07	2.0983e-07	1.711e-06	0.00011009	0.060641	2.8281e-06	0.033719	3.2352e-08	6.4378e-05	0.00033707	2.2258e-06	9.4584e-05	0.0021102	0.0012747	9.0727e-07	4.2871e-05	0.95098	
3.7097e-06	0.0010982	2.1988e-06	0.0043132	0.00018133	3.7856e-05	4.8374e-07	2.013e-07	1.7398e-06	0.0001149	0.060632	2.8573e-06	0.03376	3.5624e-08	6.5917e-05	0.00034859	2.3429e-06	9.7009e-05	0.0021127	0.0012776	9.4342e-07	4.2812e-05	0.95526	
3.7948e-06	0.0011137	2.1954e-06	0.0043375	0.00019877	3.7724e-05	4.8869e-07	1.9061e-07	1.7649e-06	0.00011967	0.060624	2.8839e-06	0.033801	3.8039e-08	6.7445e-05	0.00036	2.4573e-06	9.9421e-05	0.0021153	0.0012804	9.7799e-07	4.2747e-05	0.95946	
3.8777e-06	0.0011293	2.1891e-06	0.0043615	0.0002159	3.758e-05	4.9194e-07	1.7773e-07	1.7864e-06	0.00012437	0.060615	2.9078e-06	0.033843	3.96e-08	6.8961e-05	0.00037128	2.5691e-06	0.00010182	0.0021178	0.0012831	1.011e-06	4.2677e-05	0.96358	
3.962e-06	0.0011455	2.1857e-06	0.0043575	0.00023416	3.7424e-05	4.9568e-07	1.664e-07	1.8157e-06	0.00012927	0.060607	2.9347e-06	0.033884	4.1548e-08	7.0505e-05	0.00038298	2.6823e-06	0.00010425	0.0021203	0.0012859	1.0454e-06	4.2601e-05	0.96799	
4.0442e-06	0.0011615	2.1795e-06	0.0043532	0.00025213	3.7257e-05	4.9776e-07	1.5298e-07	1.8416e-06	0.00013412	0.060599	2.9591e-06	0.033925	4.2658e-08	7.2038e-05	0.00039458	2.793e-06	0.00010667	0.0021228	0.0012887	1.0783e-06	4.2521e-05	0.97231	
4.1281e-06	0.0011783	2.1766e-06	0.0043499	0.00027139	3.7107e-05	5.005e-07	1.4124e-07	1.8767e-06	0.00013918	0.060591	2.987e-06	0.033967	4.4276e-08	7.3602e-05	0.00040664	2.9054e-06	0.00010913	0.0021253	0.0012914	1.1127e-06	4.2445e-05	0.97696	
4.2097e-06	0.0011949	2.1709e-06	0.0043462	0.00029032	3.6946e-05	5.0154e-07	1.2739e-07	1.9079e-06	0.00014418	0.060584	3.0122e-06	0.034008	4.5029e-08	7.5155e-05	0.00041858	3.0152e-06	0.00011157	0.0021279	0.0012942	1.1456e-06	4.2364e-05	0.98151	
4.2932e-06	0.0012123	2.1685e-06	0.0043435	0.00031064	3.6803e-05	5.0328e-07	1.1511e-07	1.949e-06	0.00014942	0.060577	3.0411e-06	0.03405	4.6325e-08	7.674e-05	0.00043102	3.1269e-06	0.00011406	0.0021304	0.001297	1.18e-06	4.2287e-05	0.98239	
4.3788e-06	0.0012305	2.1696e-06	0.0043416	0.00033246	3.6679e-05	5.0573e-07	1.0422e-07	2.0009e-06	0.0001549	0.060572	3.0738e-06	0.034092	4.8205e-08	7.8358e-05	0.00044397	3.2406e-06	0.00011659	0.0021331	0.0012999	1.2161e-06	4.2216e-05	0.98335	
4.4661e-06	0.0012496	2.1739e-06	0.0043405	0.00035579	3.6571e-05	5.0876e-07	9.4346e-08	2.0637e-06	0.00016061	0.060567	3.11e-06	0.034135	5.0623e-08	7.8208e-05	0.00045743	3.3561e-06	0.00011915	0.0021358	0.0013028	1.2538e-06	4.2149e-05	0.98438	
4.5556e-06	0.0012696	2.1818e-06	0.0043403	0.00038093	3.6483e-05	5.1262e-07	8.5624e-08	2.1404e-06	0.00016661	0.060563	3.1505e-06	0.034177	5.3783e-08	7.8072e-05	0.00047148	3.4739e-06	0.00012176	0.0021385	0.0013058	1.2934e-06	4.2087e-05	0.98551	
4.6474e-06	0.0012905	2.1932e-06	0.004341	0.00040794	3.6412e-05	5.1722e-07	7.7782e-08	2.2319e-06	0.00017288	0.06056	3.1951e-06	0.034221	5.7705e-08	7.795e-05	0.00048612	3.594e-06	0.00012442	0.0021413	0.0013088	1.335e-06	4.203e-05	0.98673	
4.7418e-06	0.0013126	2.2089e-06	0.0043426	0.00043724	3.6362e-05	5.2284e-07	7.0968e-08	2.343e-06	0.00017949	0.060557	3.2447e-06	0.034264	6.2691e-08	7.7844e-05	0.00050145	3.7168e-06	0.00012713	0.0021442	0.0013119	1.379e-06	4.1979e-05	0.9869	
4.833e-06	0.0013342	2.2204e-06	0.0043438	0.00046556	3.6336e-05	5.2629e-07	6.18e-08	2.444e-06	0.00018595	0.060555	3.2901e-06	0.034308	6.6382e-08	7.7726e-05	0.00051649	3.836e-06	0.00012981	0.0021472	0.0013151	1.4269e-06	4.1935e-05	0.98705	
4.9276e-06	0.0013572	2.2372e-06	0.0043445	0.00049669	3.6291e-05	5.2745e-07	5.0064e-08	2.5702e-06	0.00019281	0.060554	3.3417e-06	0.034352	7.1672e-08	7.7593e-05	0.00053236	3.9589e-06	0.00013246	0.0021501	0.0013182	1.4722e-06	4.1883e-05	0.9872	
5.0184e-06	0.0013795	2.2491e-06	0.0043395	0.00052646	3.6277e-05	5.2422e-07	5.6622e-08	2.6824e-06	0.00019947	0.060552	3.3882e-06	0.034396	7.5363e-08	7.9556e-05	0.00054782	4.0774e-06	0.00013488	0.0021531	0.0013214	1.5217e-06	4.184e-05	0.98745	
5.1054e-06	0.0014012	2.2559e-06	0.0043339	0.00055491	3.6243e-05	5.185e-07	6.0702e-08	2.7813e-06	0.00020594	0.060549	3.4297e-06	0.03444	7.7507e-08	8.1488e-05	0.00056289	4.1915e-06	0.00013726	0.0021561	0.0013245	1.5682e-06	4.1789e-05	0.98769	
5.1961e-06	0.0014243	2.2684e-06	0.0043296	0.00058635	3.6235e-05	5.1432e-07	6.5918e-08	2.9073e-06	0.00021284	0.060548	3.4778e-06	0.034485	8.1248e-08	8.3479e-05	0.00057884	4.3097e-06	0.00013971	0.0021591	0.0013277	1.6183e-06	4.1746e-05	0.98798	
5.2831e-06	0.0014468	2.2762e-06	0.0043248	0.00061648	3.6208e-05	5.0774e-07	6.8682e-08	3.0197e-06	0.00021955	0.060546	3.521e-06	0.034529	8.3461e-08	8.544e-05	0.0005944	4.4236e-06	0.00014213	0.0021621	0.0013309	1.6654e-06	4.1695e-05	0.98826	
5.374e-06	0.0014708	2.2897e-06	0.0043211	0.00064983	3.6208e-05	5.0272e-07	7.2689e-08	3.1627e-06	0.0002267	0.060546	3.571e-06	0.034574	8.7384e-08	8.7461e-05	0.00061089	4.5416e-06	0.0001446	0.0021652	0.0013342	1.7163e-06	4.1651e-05	0.9886	
5.4695e-06	0.0014966	2.3101e-06	0.0043189	0.00068721	3.6239e-05	4.9956e-07	7.8427e-08	3.3478e-06	0.00023439	0.060547	3.6294e-06	0.034619	9.3541e-08	8.9552e-05	0.00062849	4.6647e-06	0.00014715	0.0021684	0.0013375	1.7718e-06	4.1618e-05	0.98902	
5.5692e-06	0.0015217	2.3254e-06	0.0043161	0.00072294	3.625e-05	4.9395e-07	8.1548e-08	3.5012e-06	0.00024261	0.060549	3.6824e-06	0.034664	9.7964e-08	9.1611e-05	0.00064564	4.7923e-06	0.00014966	0.0021716	0.0013408	1.8241e-06	4.1575e-05	0.98942	
5.6733e-06	0.0015348	2.2831e-06	0.0043127	0.00076348	3.6239e-05	4.8586e-07	8.2017e-08	3.5287e-06	0.00025139	0.060553	3.7457e-06	0.034709	1.0663e-07	9.3637e-05	0.00068284	4.9248e-06	0.00015214	0.0021747	0.0013441	1.8732e-06	4.1525e-05	0.98979	
5.7732e-06	0.0015474	2.235e-06	0.0043085	0.00080207	3.6261e-05	5.6291e-07	1.2747e-07	3.5455e-06	0.0002599	0.060555	3.8031e-06	0.034755	1.1326e-07	9.5628e-05	0.00071903	5.0524e-06	0.00015458	0.0021779	0.0013475	1.929e-06	4.1484e-05	0.99013	
5.8691e-06	0.0015596	2.1815e-06	0.004301	0.00083893	3.6312e-05	6.3582e-07	1.6764e-07	3.5526e-06	0.00026816	0.060558	3.8551e-06	0.034801	1.1803e-07	9.7588e-05	0.00075432	5.1755e-06	0.00015699	0.0021812	0.0013509	1.9898e-06	4.1451e-05	0.99061	
5.9694e-06	0.0015727	2.135e-06	0.0042949	0.00087989	3.6391e-05	7.1438e-07	2.1584e-07	3.5786e-06	0.00027699	0.060562	3.915e-06	0.034848	1.2525e-07	9.9611e-05	0.00079175	5.3033e-06	0.00015947	0.0021845	0.0013544	2.0554e-06	4.1427e-05	0.99061	
6.0656e-06	0.0015853	2.0828e-06	0.0042882	0.00091902	3.645e-05	7.887e-07	2.5843e-07	3.5948e-06	0.00028557	0.060565	3.9693e-06	0.034894	1.3054e-07	0.0001016	0.00082818	5.4266e-06	0.00016191	0.0021879	0.0013579	2.1175e-06	4.1395e-05	0.9906	
6.1578e-06	0.0015976	2.0252e-06	0.0042808	0.00095641	3.6487e-05	8.5886e-07	2.9569e-07	3.6011e-06	0.0002939	0.060567	4.0182e-06	0.03494	1.3394e-07	0.00010356	0.00086369	5.5452e-06	0.00016432	0.002191	0.0013613	2.1761e-06	4.2968e-05	0.99059	
6.2461e-06	0.0016095	1.962e-06	0.0042728	0.00099213	3.6503e-05	9.2495e-07	3.2789e-07	3.5977e-06	0.00030199	0.060569	4.0617e-06	0.034986	1.3549e-07	0.00010549	0.0008983	5.6593e-06	0.0001667	0.0021942	0.0013647	2.2313e-06	4.4524e-05	0.99055	
6.3303e-06	0.0016209	1.8932e-06	0.0042641	0.0010263	3.6498e-05	9.8704e-07	3.5525e-07	3.5845e-06	0.00030984	0.060571	4.0998e-06	0.035032	1.352e-07	0.00010738	0.00093205	5.7688e-06	0.00016904	0.0021972	0.001368	2.283e-06	4.6061e-05	0.99051	
6.4214e-06	0.0016333	1.8317e-06	0.0042569	0.0010369	3.6521e-05	1.0545e-06	3.8965e-07	3.5924e-06	0.00031417	0.060528	4.1462e-06	0.035013	1.3725e-07	0.00010934	0.00096787	5.8859e-06	0.00017145	0.0022004	0.0013715	2.3395e-06	4.7632e-05	0.99051	
6.5083e-06	0.0016452	1.7644e-06	0.004249	0.001047	3.6523e-05	1.1176e-06	4.1865e-07	3.59e-06	0.00031836	0.060484	4.1869e-06	0.034995	1.3807e-07	0.00011127	0.0010027	5.9982e-06	0.00017383	0.0022035	0.0013748	2.3923e-06	4.9184e-05	0.9905	
6.5996e-06	0.0016581	1.7044e-06	0.0042425	0.0010584	3.6553e-05	1.1863e-06	4.553e-07	3.6064e-06	0.00032285	0.060441	4.2354e-06	0.034976	1.4129e-07	0.00011326	0.0010134	6.1153e-06	0.00017626	0.0022067	0.0013783	2.4499e-06	5.0768e-05	0.99054	
6.6867e-06	0.0016705	1.6387e-06	0.0042353	0.0010691	3.6561e-05	1.2505e-06	4.8627e-07	3.6124e-06	0.00032719	0.060398	4.2781e-06	0.034958	1.4253e-07	0.00011521	0.0010238	6.2276e-06	0.00017866	0.0022098	0.0013817	2.5038e-06	5.2334e-05	0.99056	
6.7696e-06	0.0016825	1.5672e-06	0.0042275	0.0010793	3.6601e-05	1.3136e-06	5.1181e-07	3.608e-06	0.00033138	0.060355	4.315e-06	0.03494	1.4181e-07	0.00011713	0.0010341	6.335e-06	0.00018103	0.0022131	0.0013852	2.5492e-06	5.3936e-05	0.99057	
6.8575e-06	0.0016955	1.5035e-06	0.0042212	0.0010908	3.6674e-05	1.3832e-06	5.4608e-07	3.6245e-06	0.00033592	0.060313	4.3608e-06	0.034922	1.438e-07	0.00011912	0.0010451	6.448e-06	0.00018347	0.0022164	0.0013888	2.5999e-06	5.5577e-05	0.99062	
6.9507e-06	0.0017096	1.4472e-06	0.0042163	0.0011039	3.678e-05	1.4599e-06	5.9061e-07	3.6629e-06	0.00034082	0.060272	4.4156e-06	0.034905	1.4861e-07	0.00012118	0.0010568	6.5668e-06	0.00018598	0.0022199	0.0013925	2.6561e-06	5.7256e-05	0.99073	
7.0493e-06	0.0017249	1.3977e-06	0.0042129	0.0011186	3.6919e-05	1.5519e-06	6.4746e-07	3.7253e-06	0.00034612	0.060234	4.48e-06	0.034888	1.5657e-07	0.00012316	0.0010695	6.6916e-06	0.00018839	0.0022234	0.0013963	2.718e-06	5.8975e-05	0.99088	
7.1434e-06	0.0017396	1.343e-06	0.0042089	0.0011326	3.9574e-05	1.6386e-06	6.9693e-07	3.7757e-06	0.00035124	0.060194	4.5382e-06	0.034871	1.6232e-07	0.0001251	0.0010817	6.8113e-06	0.00019076	0.002227	0.0014001	2.7761e-06	6.0674e-05	0.99102	
7.2334e-06	0.0017555	1.2941e-06	0.004204	0.0011361	4.2164e-05	1.733e-06	7.5977e-07	3.7954e-06	0.0003562	0.060154	4.6088e-06	0.034854	1.7133e-07	0.00012711	0.0010948	6.9262e-06	0.0001932	0.0022304	0.0014038	2.8305e-06	6.2354e-05	0.99115	
7.3292e-06	0.0017708	1.2401e-06	0.0041983	0.0011392	4.4904e-05	1.822e-06	8.1462e-07	3.7975e-06	0.00035727	0.06012	4.6732e-06	0.034838	1.7801e-07	0.00012908	0.0011075	7.0475e-06	0.0001956	0.002234	0.0014075	2.8932e-06	6.4074e-05	0.99126	
7.4298e-06	0.0017781	1.2405e-06	0.0041941	0.001143	4.7789e-05	1.919e-06	8.8299e-07	3.8191e-06	0.00035848	0.060087	4.7466e-06	0.034821	1.6746e-07	0.00013112	0.0011136	7.1743e-06	0.00019807	0.0022376	0.0014114	2.9615e-06	6.5832e-05	0.99141	
7.5262e-06	0.001785	1.2368e-06	0.0041892	0.0011465	5.0603e-05	2.0107e-06	9.4329e-07	3.8305e-06	0.00035963	0.060053	4.814e-06	0.034805	1.5449e-07	0.00013313	0.0011196	7.2961e-06	0.00020051	0.0022413	0.0014152	3.0259e-06	6.757e-05	0.99155	
7.6282e-06	0.0017927	1.2377e-06	0.0041609	0.0011507	5.3582e-05	2.1119e-06	1.0203e-06	3.8643e-06	0.00036094	0.060021	4.8919e-06	0.034789	1.4539e-07	0.0001352	0.0011261	7.4243e-06	0.00020302	0.002245	0.0014192	3.0969e-06	6.935e-05	0.99174	
7.7258e-06	0.0018	1.2342e-06	0.004166	0.0011546	5.6484e-05	2.2072e-06	1.088e-06	3.8869e-06	0.00036218	0.059988	4.9632e-06	0.034772	1.3392e-07	0.00013725	0.0011323	7.5473e-06	0.00020549	0.0022486	0.001423	3.1636e-06	7.1108e-05	0.99191	
7.8135e-06	0.0018071	1.2266e-06	0.0041759	0.0011581	5.9538e-05	2.312e-06	1.1015e-06	3.899e-06	0.00037372	0.059954	5.6059e-06	0.034757	1.1971e-07	0.00013936	0.0011383	8.5225e-06	0.00020803	0.0022524	0.001427	3.2369e-06	7.2905e-05	0.99177	
7.8967e-06	0.0018138	1.4048e-06	0.0041851	0.0011612	6.2513e-05	2.4109e-06	1.3285e-06	4.2457e-06	0.00038491	0.059919	6.2242e-06	0.034741	1.3116e-07	0.00014143	0.0011441	9.4802e-06	0.00021053	0.0022561	0.0014309	3.3058e-06	7.4681e-05	0.99162	
7.9849e-06	0.0018212	1.5987e-06	0.0041957	0.001165	6.5646e-05	2.5189e-06	1.6035e-06	4.678e-06	0.00038819	0.059885	6.8919e-06	0.034725	1.462e-07	0.00014358	0.0011504	1.0472e-05	0.0002131	0.0022599	0.0014349	3.381e-06	7.6495e-05	0.99151	
8.0685e-06	0.0018282	1.7826e-06	0.0042057	0.0011685	6.8697e-05	2.6209e-06	1.8531e-06	5.0669e-06	0.00039136	0.05985	7.5342e-06	0.034709	1.5863e-07	0.00014569	0.0011564	1.1445e-05	0.00021563	0.0022637	0.0014389	3.4518e-06	7.8288e-05	0.99138	
8.148e-06	0.001835	1.9575e-06	0.0042149	0.0011717	7.1674e-05	3.3658e-06	2.0809e-06	5.4186e-06	0.0003944	0.059815	8.1535e-06	0.034693	1.6873e-07	0.00014776	0.0011622	1.2403e-05	0.00021813	0.0022674	0.0014428	3.5186e-06	8.0061e-05	0.99125	
8.2331e-06	0.0018424	2.1503e-06	0.0042259	0.0011757	7.4826e-05	4.1794e-06	2.3635e-06	5.8685e-06	0.00039773	0.059782	8.8285e-06	0.034678	1.8298e-07	0.00014991	0.0011685	1.3398e-05	0.0002207	0.0022712	0.0014468	3.5923e-06	8.1877e-05	0.99054	
9.0504e-06	0.0018482	3.0899e-06	0.0042347	0.0011811	7.8166e-05	4.9589e-06	3.2129e-06	6.2514e-06	0.00040094	0.059747	9.6369e-06	0.034663	2.3335e-07	0.00015203	0.0011735	1.4362e-05	0.00022324	0.0022751	0.0014509	3.6761e-06	8.3738e-05	0.9897	
9.8532e-06	0.0018537	3.9906e-06	0.0042427	0.0011861	8.1419e-05	5.6112e-06	3.9884e-06	6.5952e-06	0.00040402	0.059713	1.0415e-05	0.034647	2.7784e-07	0.00015424	0.0011783	1.5308e-05	0.00022589	0.002279	0.0014549	3.7554e-06	8.5576e-05	0.98882	
1.0642e-05	0.0018589	4.8541e-06	0.0042501	0.0011908	8.4589e-05	6.2385e-06	4.6971e-06	6.9034e-06	0.00040699	0.059677	1.1165e-05	0.034632	3.1695e-07	0.00015643	0.0011829	1.6238e-05	0.00022849	0.0022828	0.0014589	3.8302e-06	8.7393e-05	0.98789	
1.1461e-05	0.0018647	5.8037e-06	0.004259	0.0011964	8.7945e-05	6.9234e-06	5.5718e-06	6.9723e-06	0.00041022	0.059644	1.198e-05	0.034617	3.6781e-07	0.00015869	0.001188	1.7204e-05	0.00023118	0.0022867	0.001463	3.9124e-06	8.9254e-05	0.98708	
1.2266e-05	0.0018702	6.7143e-06	0.0042673	0.0012015	9.1215e-05	7.5822e-06	6.3716e-06	7.6731e-06	0.00041334	0.059609	1.2766e-05	0.034602	7.2449e-07	0.00016091	0.0011928	1.8153e-05	0.00023383	0.0022906	0.0014671	4.4445e-06	9.1094e-05	0.98623	
1.3057e-05	0.0018755	7.589e-06	0.0042749	0.0012063	9.4404e-05	8.2168e-06	7.1053e-06	8.3089e-06	0.00041634	0.059574	1.3523e-05	0.034586	1.0467e-06	0.0001631	0.0011974	1.9086e-05	0.00023644	0.0022944	0.0014711	4.9606e-06	9.2912e-05	0.98533	
